,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
2409,KR7014790000,A014790,한라보통주,한라,Halla Corporation,1994/08/12,KOSPI,주권,,보통주,5000,37858601
2410,KR7092460005,A092460,한라아이엠에스,한라IMS,"HANLA IMS Co., LTD",2007/05/22,KOSDAQ,주권,벤처기업부,보통주,500,17617467
2411,KR7060980000,A060980,한라홀딩스보통주,한라홀딩스,Halla Holdings Corporation,2010/05/19,KOSPI,주권,,보통주,5000,10472070
2412,KR7053690004,A053690,한미글로벌건축사사무소보통주,한미글로벌,"HanmiGlobal Co., Ltd",2009/06/23,KOSPI,주권,,보통주,500,10957550
2413,KR7042700005,A042700,한미반도체보통주,한미반도체,"HANMISemiconductorCO.,Ltd.",2005/07/22,KOSPI,주권,,보통주,200,49459877
2414,KR7008930000,A008930,한미사이언스보통주,한미사이언스,Hanmi Science,1988/06/20,KOSPI,주권,,보통주,500,67304611
2415,KR7128940004,A128940,한미약품보통주,한미약품,HanmiPharm,2010/07/30,KOSPI,주권,,보통주,2500,12078282
2416,KR7047080007,A047080,한빛소프트,한빛소프트,HANBIT SOFT Inc.,2002/01/10,KOSDAQ,주권,중견기업부,보통주,500,24779836
2417,KR7009240003,A009240,한샘보통주,한샘,"HANSSEM CO.,LTD.",2002/07/16,KOSPI,주권,,보통주,1000,23533928
2418,KR7020000006,A020000,한섬보통주,한섬,HandsomeCorporation,1996/07/03,KOSPI,주권,,보통주,500,24630000
2419,KR7003680006,A003680,한성기업보통주,한성기업,HansungEnterprise,1989/01/26,KOSPI,주권,,보통주,5000,6209515
2420,KR7105630008,A105630,한세실업보통주,한세실업,HANSAE,2009/03/20,KOSPI,주권,,보통주,500,40000000
2421,KR7069640001,A069640,한세엠케이보통주,한세엠케이,HANSAEMK,2011/06/21,KOSPI,주권,,보통주,500,12909322
2422,KR7016450009,A016450,한세예스24홀딩스보통주,한세예스24홀딩스,HansaeYes24Holdings,2000/01/06,KOSPI,주권,,보통주,500,40000000
2423,KR7010420008,A010420,한솔PNS보통주,한솔PNS,HANSOLPNS,1989/05/31,KOSPI,주권,,보통주,500,20493012
2424,KR7009180001,A009180,한솔로지스틱스보통주,한솔로지스틱스,Hansol Logistics,1989/11/13,KOSPI,주권,,보통주,500,27477425
2425,KR7070590005,A070590,한솔인티큐브,한솔인티큐브,"Hansol Inticube Co., Ltd.",2004/01/08,KOSDAQ,주권,중견기업부,보통주,500,13879521
2426,KR7213500002,A213500,한솔제지보통주,한솔제지,"Hansol Paper Co., Ltd.",2015/01/26,KOSPI,주권,,보통주,5000,23800576
2427,KR7014680003,A014680,한솔케미칼보통주,한솔케미칼,HansolChemical,1989/05/20,KOSPI,주권,,보통주,5000,11335195
2428,KR7004710000,A004710,한솔테크닉스보통주,한솔테크닉스,HansolTechnics,1988/07/06,KOSPI,주권,,보통주,5000,32109878
2429,KR7004150009,A004150,한솔홀딩스보통주,한솔홀딩스,Hansol Holdings,1972/05/17,KOSPI,주권,,보통주,1000,42008577
2430,KR7025750001,A025750,한솔홈데코보통주,한솔홈데코,HansolHomeDeco,2003/11/04,KOSPI,주권,,보통주,1000,80565149
2431,KR7226440006,A226440,한송네오텍,한송네오텍,"HANSONGNEOTECH CO.,LTD.",2015/10/06,KOSDAQ,주권,벤처기업부,보통주,100,57206900
2432,KR7042520007,A042520,한스바이오메드,한스바이오메드,HANS BIOMED CORPORATION,2009/10/09,KOSDAQ,주권,벤처기업부,보통주,500,10102981
2433,KR7004960001,A004960,한신공영보통주,한신공영,HanshinConstruction,1976/07/07,KOSPI,주권,,보통주,5000,11570702
2434,KR7011700002,A011700,한신기계공업보통주,한신기계,HanshinMachinery,1987/07/24,KOSPI,주권,,보통주,500,32446151
2435,KR7078350006,A078350,한양디지텍,한양디지텍,"HANYANG DIGITECH CO.,LTD.",2004/05/14,KOSDAQ,주권,벤처기업부,보통주,500,15244382
2436,KR7045100005,A045100,한양이엔지,한양이엔지,"HANYANG ENG CO.,LTD.",2000/08/31,KOSDAQ,주권,우량기업부,보통주,500,18000000
2437,KR7001751007,A001755,한양증권1우선주,한양증권우,HanyangSecurities(1P),1989/10/24,KOSPI,주권,,구형우선주,5000,525000
2438,KR7001750009,A001750,한양증권보통주,한양증권,HanyangSecurities,1988/03/04,KOSPI,주권,,보통주,5000,12728534
2439,KR7018880005,A018880,한온시스템보통주,한온시스템,Hanon Systems,1996/07/31,KOSPI,주권,,보통주,100,533800000
2440,KR7009420001,A009420,한올바이오파마보통주,한올바이오파마,"HANALL BIOPHARMA CO.,LTD",1989/12/18,KOSPI,주권,,보통주,500,52240638
2441,KR7014130009,A014130,한익스프레스보통주,한익스프레스,HanExpress,1989/07/25,KOSPI,주권,,보통주,500,12000000
2442,KR7046110003,A046110,한일네트웍스,한일네트웍스,"HANIL NETWORKS CO., LTD.",2006/01/20,KOSDAQ,주권,우량기업부,보통주,500,11954227
2443,KR7024740003,A024740,한일단조공업,한일단조,HanilForgingIndustrial,1996/11/29,KOSDAQ,주권,중견기업부,보통주,500,29891328
2444,KR7005860002,A005860,한일사료,한일사료,HANIL FEED Co.Ltd,1994/11/07,KOSDAQ,주권,중견기업부,보통주,500,39403685
2445,KR7300720000,A300720,한일시멘트보통주,한일시멘트,HANILCEMENT,2018/08/06,KOSPI,주권,,보통주,500,69261540
2446,KR7123840001,A123840,한일진공,한일진공,"HANIL VACUUM CO., LTD.",2010/10/05,KOSDAQ,주권,중견기업부,보통주,100,78305977
2447,KR7002220002,A002220,한일철강보통주,한일철강,HanilIron&Steel,1988/10/07,KOSPI,주권,,보통주,500,26697460
2448,KR7006390009,A006390,한일현대시멘트보통주,한일현대시멘트,HANIL HYUNDAI CEMENT,1975/12/26,KOSPI,주권,,보통주,5000,17774535
2449,KR7003300001,A003300,한일홀딩스보통주,한일홀딩스,HANILHOLDINGS,1969/11/20,KOSPI,주권,,보통주,1000,28815780
2450,KR7007770001,A007770,한일화학공업,한일화학,"HANIL CHEMICAL IND. CO., LTD",1992/09/07,KOSDAQ,주권,중견기업부,보통주,500,3510000
2451,KR7051600005,A051600,한전KPS 보통주,한전KPS,KEPCO Plant Service & Engineering,2007/12/14,KOSPI,주권,,보통주,200,45000000
2452,KR7130660004,A130660,한전산업개발보통주,한전산업,Korea Electric Power Industrial Development,2010/12/16,KOSPI,주권,,보통주,500,32600000
2453,KR7043090000,A043090,한주케미칼앤홀딩스,한주케미칼앤홀딩스,Hanju Chemical & Holdings,2001/10/11,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,37225728
2454,KR7107640005,A107640,한중엔시에스,한중엔시에스,"HanJung Natural Connectivity System.co.,Ltd",2013/12/10,KONEX,주권,일반기업부,보통주,500,3996428
2455,KR7002320000,A002320,한진보통주,한진,HanjinTransportation,1974/08/12,KOSPI,주권,,보통주,5000,14947628
2456,KR7097230007,A097230,한진중공업 보통주,한진중공업,HANJIN HEAVY INDUSTRIES & CONSTRUCTION,2007/08/31,KOSPI,주권,,보통주,5000,83274281
2457,KR7003480001,A003480,한진중공업홀딩스보통주,한진중공업홀딩스,HanjinHeavyInd&ConstHoldings,1956/03/03,KOSPI,주권,,보통주,5000,29529812
2458,KR718064K016,A18064K,한진칼1우선주,한진칼우,HANJINKAL(1P),2013/09/16,KOSPI,주권,,종류주권,2500,536766
2459,KR7180640005,A180640,한진칼보통주,한진칼,HANJINKAL,2013/09/16,KOSPI,주권,,보통주,2500,66738873
2460,KR7005110002,A005110,한창보통주,한창,Hanchang,1976/06/01,KOSPI,주권,,보통주,500,66790269
2461,KR7079170007,A079170,한창산업,한창산업,"Hanchang Industry Co., Ltd.",2005/02/01,KOSDAQ,주권,중견기업부,보통주,500,5200000
2462,KR7009460007,A009460,한창제지보통주,한창제지,HanchangPaper,1987/12/23,KOSPI,주권,,보통주,500,59667486
2463,KR7086960002,A086960,한컴MDS,한컴MDS,Hancom MDS Inc.,2006/09/26,KOSDAQ,주권,우량기업부,보통주,500,8848608
2464,KR7372910000,A372910,한컴라이프케어보통주,한컴라이프케어,Hancom Lifecare,2021/08/17,KOSPI,주권,,보통주,200,27674406
2465,KR7054920004,A054920,한컴위드,한컴위드,Hancom WITH,2001/11/01,KOSDAQ,주권,벤처기업부,보통주,500,28217081
2466,KR7002680007,A002680,한탑,한탑,Hantop Inc.,1995/07/07,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,28269988
2467,KR7066110008,A066110,한프,한프,HANP INC,2002/07/16,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,76844272
2468,KR7000881003,A000885,한화1우선주,한화우,Hanwha(1P),1990/01/22,KOSPI,주권,,구형우선주,5000,479294
2469,KR700088K015,A00088K,한화3우선주(신형),한화3우B,HANWHA(3PB),2016/10/19,KOSPI,주권,,신형우선주,5000,22472000
2470,KR7000880005,A000880,한화보통주,한화,Hanwha,1976/06/24,KOSPI,주권,,보통주,5000,74958735
2471,KR7088350004,A088350,한화생명보험보통주,한화생명,HANWHA LIFE INSURANCE,2010/03/17,KOSPI,주권,,보통주,5000,868530000
2472,KR7000370007,A000370,한화손해보험보통주,한화손해보험,"Hanwha General Insurance Co.,Ltd.",1975/06/30,KOSPI,주권,,보통주,5000,116738915
2473,KR7009831009,A009835,한화솔루션1우선주,한화솔루션우,HANWHA SOLUTIONS(1P),1989/11/21,KOSPI,주권,,구형우선주,5000,1123737
2474,KR7009830001,A009830,한화솔루션보통주,한화솔루션,HANWHA SOLUTIONS,1974/06/19,KOSPI,주권,,보통주,5000,191278497
2475,KR7272210006,A272210,한화시스템보통주,한화시스템,HANWHA SYSTEMS,2019/11/13,KOSPI,주권,,보통주,5000,188919389
2476,KR7317320000,A317320,한화에스비아이기업인수목적,한화에스비아이스팩,"Hanwha Sbi Special Purpose Acquisition Co., Ltd.",2019/05/03,KOSDAQ,주권,관리종목(소속부없음),보통주,100,4360000
2477,KR7012450003,A012450,한화에어로스페이스보통주,한화에어로스페이스,HANWHA AEROSPACE,1987/05/27,KOSPI,주권,,보통주,5000,50630000
2478,KR7003531001,A003535,한화투자증권1우선주,한화투자증권우,HANWHA INVESTMENT & SECURITIES(1P),1989/05/06,KOSPI,주권,,구형우선주,5000,4800000
2479,KR7003530003,A003530,한화투자증권보통주,한화투자증권,HANWHA INVESTMENT & SECURITIES,1986/11/25,KOSPI,주권,,보통주,5000,214547775
2480,KR7340440007,A340440,한화플러스제1호기업인수목적,한화플러스제1호스팩,Hanwha Plus No 1 Special Purpose Acquisition Company,2019/12/27,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4710000
2481,KR7386580005,A386580,한화플러스제2호기업인수목적,한화플러스제2호스팩,Hanwha Plus No 2 Special Purpose Acquisition Company,2021/08/05,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4160000
2482,KR7195870001,A195870,해성디에스보통주,해성디에스,HAESUNG DS,2016/06/24,KOSPI,주권,,보통주,5000,17000000
2483,KR7034810002,A034810,해성산업,해성산업,"Haesung Industrial Co., Ltd.",1999/04/16,KOSDAQ,주권,우량기업부,보통주,500,26356298
2484,KR7076610005,A076610,해성옵틱스,해성옵틱스,"Haesung Optics Co.,Ltd",2013/11/06,KOSDAQ,주권,중견기업부,보통주,500,81619749
2485,KR7059270009,A059270,해성티피씨,해성티피씨,"Haisung TPC Co., Ltd.",2021/04/21,KOSDAQ,주권,기술성장기업부,보통주,500,4630000
2486,KR7101530004,A101530,해태제과식품주식회사,해태제과식품,"Haitai Confectionery and Foods Co., Ltd.",2016/05/11,KOSPI,주권,,보통주,500,29116822
2487,KR7220180004,A220180,핸디소프트,핸디소프트,"HANDYSOFT, Inc.",2016/11/24,KOSDAQ,주권,벤처기업부,보통주,500,19408000
2488,KR7143210003,A143210,핸즈코퍼레이션보통주,핸즈코퍼레이션,HANDS CORPORATION,2016/12/02,KOSPI,주권,,보통주,500,21863268
2489,HK0000214814,A900270,헝셩그룹유한회사,헝셩그룹,HENG SHENG GROUP COMPANY LIMITED,2016/08/18,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,80000000
2490,KR7084990001,A084990,헬릭스미스,헬릭스미스,"Helixmith Co., Ltd",2005/12/29,KOSDAQ,주권,기술성장기업부,보통주,500,34265714
2491,KR7000721001,A000725,현대건설1우선주,현대건설우,HyundaiEngineering&Construction(1P),1989/09/21,KOSPI,주권,,구형우선주,5000,98856
2492,KR7267270007,A267270,현대건설기계보통주,현대건설기계,HYUNDAI CE,2017/05/10,KOSPI,주권,,보통주,5000,19700793
2493,KR7000720003,A000720,현대건설보통주,현대건설,HyundaiEngineering&Construction,1984/12/22,KOSPI,주권,,보통주,5000,111355765
2494,KR7170030001,A170030,현대공업,현대공업,"HYUNDAI INDUSTRIAL CO.,LTD",2013/12/04,KOSDAQ,주권,우량기업부,보통주,500,15340000
2495,KR7005440003,A005440,현대그린푸드보통주,현대그린푸드,HYUNDAIGREENFOOD,1989/08/22,KOSPI,주권,,보통주,500,97704482
2496,KR7086280005,A086280,현대글로비스보통주,현대글로비스,"HYUNDAIGLOVIS Co.,LTD",2005/12/26,KOSPI,주권,,보통주,500,37500000
2497,KR7042670000,A042670,현대두산인프라코어보통주,현대두산인프라코어,Hyundai Doosan Infracore,2001/02/02,KOSPI,주권,,보통주,1000,79524373
2498,KR7064350002,A064350,현대로템보통주,현대로템,HYUNDAI ROTEM,2013/10/30,KOSPI,주권,,보통주,5000,109142293
2499,KR7079430005,A079430,현대리바트보통주,현대리바트,HYUNDAILIVART,2005/11/22,KOSPI,주권,,보통주,1000,20535282
2500,KR7012330007,A012330,현대모비스보통주,현대모비스,HyundaiMobis,1989/09/05,KOSPI,주권,,보통주,5000,94793094
2501,KR7319400008,A319400,현대무벡스,현대무벡스,HYUNDAI MOVEX,2019/05/08,KOSDAQ,주권,우량기업부,보통주,100,105102324
2502,KR7010620003,A010620,현대미포조선보통주,현대미포조선,HyundaiMipoDockyard,1983/12/20,KOSPI,주권,,보통주,5000,39942149
2503,KR7052260007,A052260,현대바이오랜드,현대바이오랜드,"HYUNDAI BIOLAND Co.,Ltd.",2001/05/17,KOSDAQ,주권,우량기업부,보통주,500,15000000
2504,KR7048410005,A048410,현대바이오사이언스,현대바이오,"HYUNDAI BIOSCIENCE CO., LTD.",2002/08/08,KOSDAQ,주권,중견기업부,보통주,500,38503838
2505,KR7069960003,A069960,현대백화점보통주,현대백화점,"HYUNDAIDEPARTMENTSTORECO.,LTD",2002/11/25,KOSPI,주권,,보통주,5000,23402441
2506,KR7004561007,A004565,현대비앤지스틸1우선주,현대비앤지스틸우,HYUNDAI BNG STEEL(1P),1989/08/31,KOSPI,주권,,구형우선주,5000,109852
2507,KR7004560009,A004560,현대비앤지스틸보통주,현대비앤지스틸,HYUNDAI BNG STEEL,1987/03/24,KOSPI,주권,,보통주,5000,15078811
2508,KR7016790008,A016790,현대사료,현대사료,HYUNDAI FEED Inc.,2018/06/01,KOSDAQ,주권,중견기업부,보통주,500,6150486
2509,KR7004310009,A004310,현대약품보통주,현대약품,Hyundai pharm,1978/06/28,KOSPI,주권,,보통주,500,32000000
2510,KR7322000001,A322000,현대에너지솔루션보통주,현대에너지솔루션,HYUNDAI ENERGY SOLUTIONS,2019/11/19,KOSPI,주권,,보통주,5000,11200000
2511,KR7041440009,A041440,현대에버다임,현대에버다임,HYUNDAI EVERDIGM,2003/11/14,KOSDAQ,주권,중견기업부,보통주,500,17915944
2512,KR7039010004,A039010,현대에이치티,현대에이치티,HYUNDAI HT,2000/07/20,KOSDAQ,주권,우량기업부,보통주,500,8625000
2513,KR7017800004,A017800,현대엘리베이터보통주,현대엘리베이,HyundaiElevator,1996/07/03,KOSPI,주권,,보통주,5000,40815191
2514,KR7307950006,A307950,현대오토에버보통주,현대오토에버,HyundaiAutoever,2019/03/28,KOSPI,주권,,보통주,500,27423982
2515,KR7011210002,A011210,현대위아보통주,현대위아,HYUNDAI WIA,2011/02/21,KOSPI,주권,,보통주,5000,27195083
2516,KR7090850009,A090850,현대이지웰,현대이지웰,HYUNDAI EZWEL,2013/12/27,KOSDAQ,주권,우량기업부,보통주,500,23746361
2517,KR7267260008,A267260,현대일렉트릭보통주,현대일렉트릭,HYUNDAI ELECTRIC,2017/05/10,KOSPI,주권,,보통주,5000,36047135
2518,KR7005381009,A005385,현대자동차1우선주,현대차우,HyundaiMotor(1P),1989/09/11,KOSPI,주권,,구형우선주,5000,24356685
2519,KR7005382007,A005387,현대자동차2우선주(신형),현대차2우B,HyundaiMotor(2PB),1998/12/02,KOSPI,주권,,신형우선주,5000,36485451
2520,KR7005383005,A005389,현대자동차3우선주(신형),현대차3우B,HyundaiMotor(3PB),1999/04/15,KOSPI,주권,,신형우선주,5000,2428735
2521,KR7005380001,A005380,현대자동차보통주,현대차,HyundaiMotor,1974/06/28,KOSPI,주권,,보통주,5000,213668187
2522,KR7004020004,A004020,현대제철 보통주,현대제철,HYUNDAI STEEL,1987/05/23,KOSPI,주권,,보통주,5000,133445785
2523,KR7329180004,A329180,현대중공업보통주,현대중공업,HYUNDAI HEAVY INDUSTRIES,2021/09/17,KOSPI,주권,,보통주,5000,88773116
2524,KR7267250009,A267250,현대중공업지주보통주,현대중공업지주,HYUNDAI HEAVY INDUSTRIES HOLDINGS,2017/05/10,KOSPI,주권,,보통주,1000,78993085
2525,KR7001500008,A001500,현대차증권보통주,현대차증권,HYUNDAI MOTOR SECURITIES,1990/06/09,KOSPI,주권,,보통주,5000,31712562
2526,KR7011760006,A011760,현대코퍼레이션보통주,현대코퍼레이션,HYUNDAI CORPORATION,1977/12/01,KOSPI,주권,,보통주,5000,13228966
2527,KR7227840006,A227840,현대코퍼레이션홀딩스보통주,현대코퍼레이션홀딩스,HYUNDAI CORPORATION HOLDINGS,2015/10/23,KOSPI,주권,,보통주,5000,9100836
2528,KR7126560002,A126560,현대퓨처넷보통주,현대퓨처넷,Hyundai Futurenet,2010/12/23,KOSPI,주권,,보통주,500,112876596
2529,KR7001450006,A001450,현대해상화재보험보통주,현대해상,"Hyundai MARINE & FIRE INSURANCE CO.,LTD",1989/08/25,KOSPI,주권,,보통주,500,89400000
2530,KR7057050007,A057050,현대홈쇼핑보통주,현대홈쇼핑,HYUNDAI HOME SHOPPING NETWORK CORPORATION,2010/09/13,KOSPI,주권,,보통주,5000,12000000
2531,KR7092300003,A092300,현우산업,현우산업,"HYUNWOO INDUSTRIAL CO.,LTD",2007/10/24,KOSDAQ,주권,우량기업부,보통주,500,15474878
2532,KR7053660007,A053660,현진소재,현진소재,"HYUNJIN MATERIALS CO., LTD.",2002/02/15,KOSDAQ,주권,관리종목(소속부없음),보통주,500,53201003
2533,KR7138360003,A138360,협진,협진,Hyupjin,2013/11/08,KOSDAQ,주권,관리종목(소속부없음),보통주,500,34611984
2534,KR7011080009,A011080,형지아이앤씨,형지I&C,HYUNGJI Innovation and Creative Company Limited,2004/07/02,KOSDAQ,주권,중견기업부,보통주,500,38955668
2535,KR7093240000,A093240,형지엘리트보통주,형지엘리트,HYUNGJI ELITE,2009/09/28,KOSPI,주권,,보통주,500,31154798
2536,KR7003010006,A003010,혜인보통주,혜인,HaeinCorporation,1988/09/20,KOSPI,주권,,보통주,500,12712747
2537,KR7111110003,A111110,호전실업보통주,호전실업,Hojeon,2017/02/02,KOSPI,주권,,보통주,500,8000000
2538,KR7008771008,A008775,호텔신라1우선주,호텔신라우,HotelShilla(1P),1991/08/09,KOSPI,주권,,구형우선주,5000,751879
